finalserialno,a01,a02,a03,region,recontact,agency,Constit_Code,Constit_Name,Interview_Date,total_num_dwel,total_num_hous,num_elig_people,edlevel,turnoutValidationReg
23116,housing,Labour,Fairly interested,London,No,Kantar,Finchley a,E14000703,15/08/2017,1,1,3,Postgrad,Voted
23121,whether the country leave the EU,None/No party,Fairly interested,London,No,Kantar,Finchley a,E14000703,17/08/2017,1,1,2,Undergraduate,Voted
23122,brexit,Labour,Very interested,London,No,Kantar,Finchley a,E14000703,04/09/2017,1,1,2,Undergraduate,Voted
23123,brexit,Don`t know,Very interested,London,No,Kantar,Finchley a,E14000703,12/07/2017,1,1,1,Undergraduate,Voted
23124,intolerance of diversity,Labour,Fairly interested,London,No,Kantar,Finchley a,E14000703,19/07/2017,1,1,2,GCSE,Voted
23201,trade negotiations with the EU,Labour,Fairly interested,London,Yes,Kantar,Finchley a,E14000703,20/07/2017,1,1,2,A-level,Voted
23211,environment,Green Party,Fairly interested,London,Yes,Kantar,Finchley a,E14000703,17/07/2017,1,1,1,Undergraduate,Voted
23215,national health service,Labour,Fairly interested,London,No,Kantar,Finchley a,E14000703,20/07/2017,1,1,3,A-level,Voted
23216,immigration,Conservatives,Fairly interested,London,No,Kantar,Finchley a,E14000703,24/08/2017,1,1,2,Below GCSE,Voted
23220,poor economic performance,Labour,Fairly interested,London,No,Kantar,Finchley a,E14000703,21/07/2017,1,1,1,Undergraduate,Voted
23221,immigration,Don`t know,Not at all interested,London,No,Kantar,Finchley a,E14000703,31/07/2017,1,1,2,A-level,Voted
23318,economy,Conservatives,Very interested,London,No,Kantar,Hackney No,E14000720,03/09/2017,1,1,2,Undergraduate,
23323,where is it really going,None/No party,Fairly interested,London,No,Kantar,Hackney No,E14000720,03/09/2017,1,1,2,Undergraduate,
23326,nhs,Don`t know,Fairly interested,London,No,Kantar,Hackney No,E14000720,04/09/2017,1,1,2,Undergraduate,
23418,need to be unified - no united front- everything a mess - infighting - mo leadrtship - nobodys together,Don`t know,Not at all interested,London,No,Kantar,Hackney No,E14000720,09/07/2017,1,1,2,Undergraduate,
23426,brexit,Labour,Fairly interested,London,No,Kantar,Hackney No,E14000720,03/09/2017,1,1,2,GCSE,Voted
23505,Brexit,Labour,Very interested,London,Yes,Kantar,Hammersmit,E14000726,25/07/2017,1,1,1,Undergraduate,
23515,econmically reliable answer to Brexit.,None/No party,Very interested,London,No,Kantar,Hammersmit,E14000726,12/07/2017,1,1,1,Undergraduate,Voted
23520,Housing,Labour,Fairly interested,London,No,Kantar,Hammersmit,E14000726,13/07/2017,1,1,1,Undergraduate,Voted
23521,Security issues relating to terrorism.,Labour,Fairly interested,London,No,Kantar,Hammersmit,E14000726,01/08/2017,1,1,1,Undergraduate,Voted
23523,Brexit,None/No party,Not very interested,London,No,Kantar,Hammersmit,E14000726,21/08/2017,1,1,1,No qualifications,Voted
23617,Rising inequality,Labour,Fairly interested,London,No,Kantar,Hammersmit,E14000726,31/07/2017,1,1,2,Postgrad,Insufficient information
23618,Brexit,Conservatives,Very interested,London,No,Kantar,Hammersmit,E14000726,21/08/2017,1,1,2,Undergraduate,Voted
23622,"Housing - lack of plus difficulty for younger generation to get onto the housing ladder,",Labour,Fairly interested,London,No,Kantar,Hammersmit,E14000726,17/07/2017,1,1,2,Undergraduate,
23623,bREXIT,All of them/ more than one,Very interested,London,No,Kantar,Hammersmit,E14000726,07/09/2017,1,1,1,Undergraduate,
23716,Disunity between the politicians in ALL parties,Labour,Fairly interested,London,No,Kantar,Hampstead,E14000727,04/08/2017,1,1,1,Undergraduate,
23717,"Justice - social and economic, not very fair community",None/No party,Very interested,London,No,Kantar,Hampstead,E14000727,24/07/2017,1,1,1,Undergraduate,
23820,The Economy,Conservatives,Fairly interested,London,No,Kantar,Hampstead,E14000727,26/07/2017,1,1,1,Undergraduate,Voted
23821,Brexit.  Couldn't mke up his mind on how to vote on referendum,Conservatives,Not very interested,London,No,Kantar,Hampstead,E14000727,19/07/2017,1,1,1,Undergraduate,Voted
23822,Brexit,Conservatives,Not very interested,London,No,Kantar,Hampstead,E14000727,26/07/2017,1,1,1,No qualifications,
23825,"Immagration, too many people using our services",None/No party,Not very interested,London,No,Kantar,Hampstead,E14000727,26/07/2017,1,1,1,Undergraduate,Voted
23905,"brexit, how we going to end up ?. what will happen after it finish",None/No party,Very interested,London,Yes,GfK,Harrow Eas,E14000731,03/07/2017,1,1,2,A-level,Voted
23915,"BREXIT ISSUE, DONT KNOW MUCH INFOTRMATION ABOUT WHAT IS GOING ON. CONFUSED ABOUT FUTURE",None/No party,Not very interested,London,No,GfK,Harrow Eas,E14000731,15/07/2017,1,1,2,Undergraduate,
23916,"housing, not easy to get mortgage, and also very expensive to rent",Labour,Fairly interested,London,No,GfK,Harrow Eas,E14000731,15/07/2017,1,1,2,Undergraduate,
23923,"national health issue, lack of money, not have enough doctors or nurse.",Labour,Not very interested,London,No,GfK,Harrow Eas,E14000731,05/07/2017,1,1,2,No qualifications,Voted
24018,"uncertainity of the country, need proper leadership",Labour,Very interested,London,No,GfK,Harrow Eas,E14000731,03/07/2017,1,1,3,Undergraduate,Voted
24019,"brexit, no EU anymore, unknown future",Labour,Not very interested,London,No,GfK,Harrow Eas,E14000731,02/07/2017,1,2,1,A-level,Not voted-unregistered
24302,housing,Labour,Fairly interested,London,Yes,Natcen,Hendon,E14000741,12/07/2017,1,1,1,No qualifications,Voted
24315,if any one person do anything wrong he should be accountable not his community or country should be blamed,Labour,Not very interested,London,No,Natcen,Hendon,E14000741,12/07/2017,1,1,2,No qualifications,Ineligible
24316,-1,,Not very interested,London,No,Natcen,Hendon,E14000741,12/07/2017,1,1,2,No qualifications,
24318,the money out there not gouing to the right people .....govt not helping who really needs help,Labour,Fairly interested,London,No,Natcen,Hendon,E14000741,12/07/2017,1,1,2,Undergraduate,Voted
24319,homelessness,Labour,Not very interested,London,No,Natcen,Hendon,E14000741,12/07/2017,1,1,3,A-level,Not voted-unregistered
24320,immigration,Labour,Fairly interested,London,No,Natcen,Hendon,E14000741,16/07/2017,1,1,1,Undergraduate,Voted
24321,brexit,Labour,Very interested,London,No,Natcen,Hendon,E14000741,16/07/2017,1,1,1,Postgrad,Ineligible
24324,crisis in nhs,Conservatives,Not very interested,London,No,Natcen,Hendon,E14000741,12/07/2017,4,1,1,A-level,Voted
24418,safety for everything specially neighbourhood and people are being taregted for no reason,Labour,Very interested,London,No,Natcen,Hendon,E14000741,13/07/2017,1,1,2,A-level,
24420,young childern suffering of getting a job,None/No party,Fairly interested,London,No,Natcen,Hendon,E14000741,13/07/2017,1,1,1,No qualifications,
24421,too much mess dirtyness everywhere,Don`t know,Not very interested,London,No,Natcen,Hendon,E14000741,13/07/2017,1,1,2,No qualifications,
24423,healthcare,Labour,Not very interested,London,No,Natcen,Hendon,E14000741,13/07/2017,1,1,4,Postgrad,
24424,housing rents are too big selling buying prices too high need urgent look,Labour,Not very interested,London,No,Natcen,Hendon,E14000741,13/07/2017,1,1,4,Postgrad,
24715,THE INEQUALITY AND THE AUSTERITY HAS GONE TOO FAR,Labour,Very interested,London,No,Kantar,Ilford Nor,E14000759,14/07/2017,1,1,1,A-level,Voted
24717,THE ECONOMY BECAUSE OF BREXIT UNCERTAINTY AND JOB UNCERTAINTY,Conservatives,Fairly interested,London,No,Kantar,Ilford Nor,E14000759,15/08/2017,1,1,2,Postgrad,Not voted-registered
24718,HOUSING SHORTAGE / OVERCROWDING POPULATION TOO HIGH.,None/No party,Fairly interested,London,No,Kantar,Ilford Nor,E14000759,14/07/2017,1,1,1,GCSE,
24719,LACK OF HOUSING - I HAVE TO RENT PRIVATELY AND IT IS DIFFICULT FOR A SINGLE MOTHER WITH A CHILD. NOT ENOUGH COUNCIL HOUSES.,Labour,Fairly interested,London,No,Kantar,Ilford Nor,E14000759,25/07/2017,1,1,1,A-level,Not voted-unregistered
24723,TOO MANY PEOPLE - NOT ENOUGH AFFORDABLE HOUSING,Labour,Not very interested,London,No,Kantar,Ilford Nor,E14000759,20/07/2017,1,1,1,A-level,
24725,THE TERRORIST THREAT. WE LIVE IN A DIFFERENT WORLD AND I AM WORRIED FOR MY 21YO DAUGHTER - JUST GETTING ON THE TUBE INTO LONDON DAILY TO HER JOB AT THE BANK.,Don`t know,Not at all interested,London,No,Kantar,Ilford Nor,E14000759,15/08/2017,1,1,1,GCSE,Not voted-registered
24815,"BREXIT - THE LEAVING OF EUROPE WILL BE VERY BAD FOR THE COUNTRY. IT IS VERY SAD - FOR STUDENTS, AND TRADE. ALSO THE ENORMOUS DIVIDE IN THE UK POLITICALLY AND ECONOMICALLY.",Labour,Fairly interested,London,No,Kantar,Ilford Nor,E14000759,10/07/2017,1,1,1,A-level,
24819,"I have lived in England for 70 years, moving here from Ireland in 1947. I think that the country does not face a problem at the moment - all I have is the height of praise for the country the people will sort it out!",Labour,Not at all interested,London,No,Kantar,Ilford Nor,E14000759,19/07/2017,1,1,1,No qualifications,Not voted-registered
24902,"Brexit/ instability, for me personally, my partner's an EU national, so insecurity about that, and making it more difficult for us to live abroad in the future, and economic uncertainty.",Labour,Very interested,London,Yes,Natcen,Islington,E14000763,19/07/2017,1,1,2,Undergraduate,Voted
24915,"Brexit, because /  you always get the master vote wrong, none of it was explained, they don't realise you won't be able to go abroad/-",Labour,Very interested,London,No,Natcen,Islington,E14000763,19/07/2017,1,1,3,Undergraduate,Voted
24920,"The uncertainty following Brexit is holding us back, jobs, property, business-wise - we don't know where we stand.",Labour,Very interested,London,No,Natcen,Islington,E14000763,27/09/2017,1,1,2,Postgrad,Voted
25002,"About ISIS./ Mostly when ISIS attack Muslims in the street./ We are concerned about terrorist attacks on the British, and then the reaction of some people against Muslims./ My husband wrote a lot of letters about these acts, condemning them",Labour,Fairly interested,London,Yes,Natcen,Islington,E14000763,14/07/2017,1,1,1,No qualifications,Voted
25015,"Brexit/ I think we should have stayed in/ there was no plan put in place, it didn't need to have been called, and there are no plans put in place./-",All of them/ more than one,Very interested,London,No,Natcen,Islington,E14000763,14/08/2017,1,1,1,Undergraduate,Voted
25017,"Lack of funding to the general public, like the workers./ One big example is the freeze on pay, the fact that elderly people with a small amount of money, can't get any interest on it.  Lack of funding to build more council homes./-",None/No party,Very interested,London,No,Natcen,Islington,E14000763,14/07/2017,1,1,1,Undergraduate,Voted
25018,"Crime/ killing, teenagers killing ea ch other/ they cou ldtry harder to  stopit",Don`t know,Not very interested,London,No,Natcen,Islington,E14000763,14/08/2017,1,1,1,No qualifications,Not voted-registered
25020,"No trust in politics./ Because they don't do as they say they're going to do.  I don't know in depth, but they all seem as corrupt./",None/No party,Not at all interested,London,No,Natcen,Islington,E14000763,19/07/2017,1,1,2,A-level,Not voted-unregistered
25021,"Brexit/ how the country will move forward, will it cause a recession/ in the long term I think it'll work out better/-",Don`t know,Not very interested,London,No,Natcen,Islington,E14000763,16/08/2017,1,1,2,Undergraduate,Not voted-registered
25519,BREXIT AND ELECTIONS,Labour,Not at all interested,London,No,Kantar,Leyton and,E14000790,08/07/2017,1,1,1,A-level,
25616,Brexit,Liberal Democrats,Very interested,London,No,Kantar,Leyton and,E14000790,08/07/2017,1,1,1,Postgrad,Voted
25621,-1,,Not very interested,London,No,Kantar,Leyton and,E14000790,08/07/2017,1,1,2,Undergraduate,
25622,Brexit,None/No party,Very interested,London,No,Kantar,Leyton and,E14000790,26/08/2017,1,1,1,Undergraduate,Voted
25624,National health,None/No party,Not very interested,London,No,Kantar,Leyton and,E14000790,10/07/2017,1,1,1,Below GCSE,Voted
25625,Islamo phobia,Labour,Very interested,London,No,Kantar,Leyton and,E14000790,15/07/2017,1,1,5,No qualifications,
25626,brexit,Conservatives,Not at all interested,London,No,Kantar,Leyton and,E14000790,26/07/2017,1,1,2,Undergraduate,
25716,muslimization,Labour,Not very interested,London,No,GfK,Poplar and,E14000882,31/07/2017,1,1,7,No qualifications,Not voted-registered
25724,BREXIT and the uncertainty it has brought for security for Jobs especially,All of them/ more than one,Fairly interested,London,No,GfK,Poplar and,E14000882,23/07/2017,1,1,1,Postgrad,Voted
25725,not proper control of immigration,Conservatives,Not at all interested,London,No,GfK,Poplar and,E14000882,23/07/2017,1,1,1,No qualifications,
25826,rising cost,Liberal Democrats,Very interested,London,No,GfK,Poplar and,E14000882,17/07/2017,1,1,1,Undergraduate,
25916,terrorism,Conservatives,Fairly interested,London,No,Kantar,Putney,E14000887,16/09/2017,1,1,2,Below GCSE,Voted
25918,brexit immigration,Labour,Fairly interested,London,No,Kantar,Putney,E14000887,10/09/2017,1,1,2,Undergraduate,Not voted-unregistered
25924,"Education and the NHS, which are in a sorry state at present, following lack of funding. They are both being undermined and poorly considered.",None/No party,Fairly interested,London,No,Kantar,Putney,E14000887,17/07/2017,1,1,1,Undergraduate,Voted
26001,The Brexit negotiations.,Conservatives,Very interested,London,Yes,Kantar,Putney,E14000887,14/07/2017,1,1,2,GCSE,Voted
26016,Reorganisation of borders and sorting out a good trade deal.,Labour,Fairly interested,London,No,Kantar,Putney,E14000887,21/08/2017,1,1,4,Postgrad,Voted
26017,Brexitneeds to be arranged as soon as possible.,Liberal Democrats,Very interested,London,No,Kantar,Putney,E14000887,17/08/2017,1,1,2,Postgrad,Voted
26021,Cuts in the NHS,Labour,Fairly interested,London,No,Kantar,Putney,E14000887,24/08/2017,1,1,1,A-level,
26022,We need to sort Brexit out as soon as possible.,Conservatives,Fairly interested,London,No,Kantar,Putney,E14000887,26/07/2017,1,1,2,Postgrad,Voted
26120,NHS,Conservatives,Fairly interested,London,No,Kantar,Romford,E14000900,18/09/2017,1,1,2,No qualifications,Not voted-registered
26121,"brexit,decisions about it",Don`t know,Not at all interested,London,No,Kantar,Romford,E14000900,04/08/2017,1,1,2,Undergraduate,Not voted-registered
26123,"brexit,soft and hard brexit",Labour,Fairly interested,London,No,Kantar,Romford,E14000900,20/07/2017,1,1,2,Postgrad,
26216,"brexit,division caused in the country",None/No party,Fairly interested,London,No,Kantar,Romford,E14000900,08/09/2017,1,1,2,Undergraduate,
26222,racism,Don`t know,Not at all interested,London,No,Kantar,Romford,E14000900,22/07/2017,1,1,2,A-level,
26223,immigration,Don`t know,Fairly interested,London,No,Kantar,Romford,E14000900,24/07/2017,1,1,2,Undergraduate,Not voted-registered
26224,brexit,Conservatives,Very interested,London,No,Kantar,Romford,E14000900,13/07/2017,1,1,2,GCSE,Voted
26225,"brexit,negative impact on economy",Labour,Very interested,London,No,Kantar,Romford,E14000900,24/07/2017,1,1,2,Postgrad,Not voted-registered
26315,class gap / poverty,None/No party,Fairly interested,London,No,Kantar,Streatham,E14000978,05/08/2017,1,1,1,Undergraduate,
26317,economy,Don`t know,Fairly interested,London,No,Kantar,Streatham,E14000978,30/07/2017,1,1,1,Undergraduate,
26319,cost of housing,Labour,Very interested,London,No,Kantar,Streatham,E14000978,13/07/2017,1,1,2,,Insufficient information
26323,budget and money issues,Don`t know,Not at all interested,London,No,Kantar,Streatham,E14000978,05/08/2017,1,1,1,Undergraduate,
26324,brexit,None/No party,Very interested,London,No,Kantar,Streatham,E14000978,17/08/2017,1,1,1,No qualifications,Voted
26325,living standards - from hard pressed to poverty,None/No party,Very interested,London,No,Kantar,Streatham,E14000978,03/08/2017,1,1,1,Undergraduate,
26326,education,Labour,Fairly interested,London,No,Kantar,Streatham,E14000978,05/08/2017,1,1,1,Undergraduate,
26408,national  health service,Labour,Fairly interested,London,Yes,Kantar,Streatham,E14000978,10/07/2017,1,1,1,Postgrad,Voted
26415,exit from the european union,Don`t know,Very interested,London,No,Kantar,Streatham,E14000978,10/07/2017,1,1,1,Undergraduate,Voted
26416,no political stability,Labour,Fairly interested,London,No,Kantar,Streatham,E14000978,13/07/2017,1,1,2,Postgrad,Voted
26417,brexit,None/No party,Fairly interested,London,No,Kantar,Streatham,E14000978,10/07/2017,1,3,1,A-level,Not voted-registered
26422,inequality,Labour,Fairly interested,London,No,Kantar,Streatham,E14000978,25/07/2017,1,1,1,Undergraduate,
26423,brexit,None/No party,Very interested,London,No,Kantar,Streatham,E14000978,13/08/2017,1,1,1,Undergraduate,
26507,Getting out of the European Union.,Conservatives,Fairly interested,London,Yes,Kantar,Sutton and,E14000984,27/07/2017,1,1,2,Undergraduate,Not voted-unregistered
26518,"Brexit, terrorism",Labour,Not very interested,London,No,Kantar,Sutton and,E14000984,12/08/2017,1,1,2,No qualifications,
26522,Democracy,Labour,Fairly interested,London,No,Kantar,Sutton and,E14000984,19/07/2017,1,1,1,Postgrad,Voted
26608,Brexit,Labour,Fairly interested,London,Yes,Kantar,Sutton and,E14000984,18/07/2017,1,1,2,Undergraduate,Voted
26620,State of the NHS.,Labour,Not very interested,London,No,Kantar,Sutton and,E14000984,05/08/2017,1,1,2,Undergraduate,Not voted-registered
26717,absolutely no unity,None/No party,Not at all interested,London,No,Kantar,Tooting,E14000998,30/07/2017,1,1,1,A-level,
26720,the dispute over Brexit,United Kingdom Independence Party (UKIP),Not very interested,London,No,Kantar,Tooting,E14000998,05/08/2017,1,1,1,Below GCSE,Not voted-registered
26721,housing crisis,None/No party,Not at all interested,London,No,Kantar,Tooting,E14000998,13/09/2017,1,1,1,No qualifications,
26722,debt,Conservatives,Very interested,London,No,Kantar,Tooting,E14000998,12/07/2017,1,1,1,A-level,Voted
26723,terrorism,None/No party,Fairly interested,London,No,Kantar,Tooting,E14000998,19/09/2017,1,1,1,GCSE,Not voted-registered
26724,honesty in politics,None/No party,Very interested,London,No,Kantar,Tooting,E14000998,31/07/2017,1,1,2,Undergraduate,
26726,terrorism,Don`t know,Not at all interested,London,No,Kantar,Tooting,E14000998,05/08/2017,1,1,1,Below GCSE,Voted
26806,change the government,Labour,Not very interested,London,Yes,Kantar,Tooting,E14000998,30/07/2017,1,1,2,GCSE,
26819,long term debt situation,Conservatives,Very interested,London,No,Kantar,Tooting,E14000998,05/08/2017,1,1,2,Undergraduate,Voted
26820,"people's attitudes towards the politicians and their policies. Everyone seems so angry, perhaps when you get to the root of a party that can get along with policies that people believe in, the many issues that face britain will be addressed",Liberal Democrats,Fairly interested,London,No,Kantar,Tooting,E14000998,12/07/2017,1,1,2,Undergraduate,Voted
26824,all the government are trying to compete to get to  the top but they are ignoring the needs of the people,Labour,Fairly interested,London,No,Kantar,Tooting,E14000998,13/07/2017,1,1,3,Below GCSE,Not voted-unregistered
26825,dept,Labour,Fairly interested,London,No,Kantar,Tooting,E14000998,01/08/2017,1,1,1,A-level,
26919,"Attack,Muslim,London Bridge. They attack people and each other,People are not safe going to the Mosque,we don't feel safe.",Labour,Fairly interested,London,No,GfK,Walthamsto,E14001013,29/06/2017,1,1,5,No qualifications,
26920,"Problem with housing ,the prices of houses are very high.",Labour,Fairly interested,London,No,GfK,Walthamsto,E14001013,28/06/2017,1,1,1,No qualifications,Not voted-unregistered
26925,"LEAVING THE EUROPEAN UNION ,FREE MOVEMENT AROUND  THE EU.",Labour,Fairly interested,London,No,GfK,Walthamsto,E14001013,30/08/2017,1,1,2,Postgrad,Voted
27015,"Housing,The quality of new housing in Waltham Forest,they seem to be throwing up blocks of flats..",Labour,Fairly interested,London,No,GfK,Walthamsto,E14001013,28/07/2017,1,1,2,GCSE,Voted
27018,"Brexit,Mistake,People who voted for it,it was a revenge on Westminster,People who voted for it didn't understand it.",None/No party,Fairly interested,London,No,GfK,Walthamsto,E14001013,19/07/2017,1,1,2,Undergraduate,Voted
27020,"Brexit,The economic impact on the country.",None/No party,Very interested,London,No,GfK,Walthamsto,E14001013,28/07/2017,1,1,2,Postgrad,Voted
27026,N.H.S.The funding cuts and the threat of privatisation.,Labour,Fairly interested,London,No,GfK,Walthamsto,E14001013,14/07/2017,1,1,2,Undergraduate,Voted
27115,-1,,Not at all interested,London,No,GfK,West Ham,E14001032,08/09/2017,1,1,2,A-level,Not voted-registered
27117,As a Muslim they make problems for us. It has nothinmg to do with our religion/ It is not allowed in Islam for peoiple to fight with innocent people. It is in Islam for people to come to this country to kill people. they have the wrong atti,Don`t know,Not at all interested,London,No,GfK,West Ham,E14001032,29/08/2017,1,1,2,A-level,Voted
27215,Brexit/ how to do it/ it is something we seem to be trying to do but is very complicated and isn't going to be a straightforward process. it is whether the Government is able to do without being pulled by other interests. It is a crucial mo,Labour,Very interested,London,No,GfK,West Ham,E14001032,27/08/2017,1,1,3,Undergraduate,Voted
27218,Overcrowding/ lack of decent housing. There are so many empty new house round here I am not sure what they atre building them for,Don`t know,Not very interested,London,No,GfK,West Ham,E14001032,27/08/2017,1,1,1,GCSE,Not voted-registered
27306,work prospeks,United Kingdom Independence Party (UKIP),Not at all interested,London,Yes,Kantar,Wimbledon,E14001040,14/07/2017,1,1,1,No qualifications,
27317,-1,,Not at all interested,London,No,Kantar,Wimbledon,E14001040,12/09/2017,1,1,2,No qualifications,
27411,brexit negotietions,Conservatives,Very interested,London,Yes,Kantar,Wimbledon,E14001040,28/07/2017,1,1,1,Postgrad,
27417,brexit,Labour,Not very interested,London,No,Kantar,Wimbledon,E14001040,23/09/2017,1,1,1,Postgrad,Not voted-unregistered
27418,brexit,Don`t know,Not at all interested,London,No,Kantar,Wimbledon,E14001040,05/09/2017,1,1,2,Undergraduate,
27419,economy,None/No party,Fairly interested,London,No,Kantar,Wimbledon,E14001040,10/07/2017,1,1,4,Undergraduate,Not voted-registered
27420,brexit,Liberal Democrats,Very interested,London,No,Kantar,Wimbledon,E14001040,23/08/2017,1,1,1,Postgrad,
27422,brexit,Conservatives,Fairly interested,London,No,Kantar,Wimbledon,E14001040,12/09/2017,1,1,2,Undergraduate,Voted
27423,brexit,None/No party,Not at all interested,London,No,Kantar,Wimbledon,E14001040,30/08/2017,1,1,1,Undergraduate,
27507,the attacks in Manchester and London,Conservatives,Fairly interested,North East,Yes,Kantar,Berwick-up,E14000554,08/07/2017,1,1,2,GCSE,Voted
27515,world security,Labour,Very interested,North East,No,Kantar,Berwick-up,E14000554,30/08/2017,1,1,2,Undergraduate,
27516,finance,None/No party,Fairly interested,North East,No,Kantar,Berwick-up,E14000554,04/09/2017,1,1,2,GCSE,Voted
27518,all the fighting and bombing,None/No party,Not at all interested,North East,No,Kantar,Berwick-up,E14000554,04/09/2017,1,1,1,No qualifications,
27519,defence,Conservatives,Fairly interested,North East,No,Kantar,Berwick-up,E14000554,08/07/2017,1,1,1,Undergraduate,
27521,IMMIGRATION,Conservatives,Not very interested,North East,No,Kantar,Berwick-up,E14000554,07/09/2017,1,1,4,GCSE,Voted
27523,employment,Conservatives,Not very interested,North East,No,Kantar,Berwick-up,E14000554,08/07/2017,1,1,1,No qualifications,
27616,big brexit,Conservatives,Fairly interested,North East,No,Kantar,Berwick-up,E14000554,11/09/2017,1,1,2,Undergraduate,Voted
27617,brexit,None/No party,Fairly interested,North East,No,Kantar,Berwick-up,E14000554,17/08/2017,1,1,2,Undergraduate,
27620,going to war,Don`t know,Not at all interested,North East,No,Kantar,Berwick-up,E14000554,07/09/2017,1,1,2,No qualifications,
27621,the way people are behaving in general,None/No party,Not at all interested,North East,No,Kantar,Berwick-up,E14000554,21/08/2017,1,1,1,A-level,
27623,BREXIT,Liberal Democrats,Fairly interested,North East,No,Kantar,Berwick-up,E14000554,13/08/2017,1,1,2,No qualifications,
27624,immigration,United Kingdom Independence Party (UKIP),Not at all interested,North East,No,Kantar,Berwick-up,E14000554,30/08/2017,1,1,2,No qualifications,
27625,brexit,Conservatives,Not very interested,North East,No,Kantar,Berwick-up,E14000554,21/08/2017,1,1,2,No qualifications,
27918,Terrorist  / the manchester  things  that happened / its not safe /-,Don`t know,Not at all interested,North East,No,Natcen,Blaydon,E14000574,10/08/2017,1,1,2,Undergraduate,Not voted-unregistered
27919,they dont think about the poor people  / i think the police and the nurses should get a pay rise/-,Labour,Fairly interested,North East,No,Natcen,Blaydon,E14000574,17/07/2017,1,1,3,No qualifications,Voted
27920,Ecomomy / People work and pay taxes to gover the govenment we need a stronger economy/p,United Kingdom Independence Party (UKIP),Very interested,North East,No,Natcen,Blaydon,E14000574,10/08/2017,1,1,2,Undergraduate,
27921,Unemployment / its improving but its not as good as it should be/  /p,Labour,Fairly interested,North East,No,Natcen,Blaydon,E14000574,10/08/2017,1,1,2,A-level,Voted
27922,Nhs / theres no hospital beds and people appointments are being cancelled/ people from other countries are a problem  with this too/-,Labour,Not at all interested,North East,No,Natcen,Blaydon,E14000574,26/07/2017,1,1,1,No qualifications,Voted
27925,Brexit/ its a lot of uncertainty / it affects my job   which is to do with eusropean directive  and we are  european funded / it is already affecting us  due to the poor  pound /-,Don`t know,Fairly interested,North East,No,Natcen,Blaydon,E14000574,10/08/2017,1,1,1,Postgrad,Voted
28003,firemen/ they are cutting back on the fire stations and firemen/ there might not be enough of them to sort out emegancies quickly/-,Labour,Fairly interested,North East,Yes,Natcen,Blaydon,E14000574,18/07/2017,1,1,2,Undergraduate,Not voted-registered
28015,Brexit/ weve agreed to come out  and now everyones bickering noone is pulling together/ /-,Conservatives,Fairly interested,North East,No,Natcen,Blaydon,E14000574,20/07/2017,1,1,3,Undergraduate,Voted
28016,"too many foriengers coming into the country / they have foreing ideas  and everythings happened  far to quickly , the political situation / the country cant cope  we have been swamped  and we aere sinking/-",Conservatives,Fairly interested,North East,No,Natcen,Blaydon,E14000574,13/07/2017,1,1,2,A-level,
28017,Unrest and unease that we dont understand whats going on / we dont like this confusion/ everyone is coming  from different angles and there is no united front  / we need to be united  /-,Conservatives,Not very interested,North East,No,Natcen,Blaydon,E14000574,26/07/2017,1,1,2,Undergraduate,Voted
28019,"Nhs needs sorting out / doctors AND NURSES ARE UNDERVALUED , THEYRE UNDER PRESURE   AND WORK TOO MANY HOurs/-",None/No party,Not at all interested,North East,No,Natcen,Blaydon,E14000574,19/07/2017,2,1,2,GCSE,Voted
28020,young people apathy/ a sense and feeling youngersters expect things  and that they dont have to work for it. / they expect too much without working for it/p,Conservatives,Fairly interested,North East,No,Natcen,Blaydon,E14000574,14/08/2017,1,1,3,Undergraduate,Not voted-unregistered
28021,Brexit/ uncertainty and unneccessary constitutional revolution/  and the fact it was vased on a series of lies/p,Liberal Democrats,Very interested,North East,No,Natcen,Blaydon,E14000574,10/08/2017,1,1,2,Postgrad,Voted
28023,"Brexit/ i didnt want to leave , we were not told waht was going on , i think the government got a shock as well / they didnt expect ustol leave /-",Don`t know,Very interested,North East,No,Natcen,Blaydon,E14000574,13/07/2017,1,1,1,GCSE,Voted
28116,TERRISOM,None/No party,Not very interested,North East,No,GfK,Blyth Vall,E14000575,19/09/2017,1,1,1,GCSE,Not voted-unregistered
28121,BREXCIT LEAVING THE EUROPEAN UNION,Conservatives,Fairly interested,North East,No,GfK,Blyth Vall,E14000575,19/09/2017,1,1,2,GCSE,Voted
28122,NHS TO STAY AS IT IS,Labour,Fairly interested,North East,No,GfK,Blyth Vall,E14000575,04/08/2017,1,1,2,GCSE,Voted
28123,MORE JOBS,None/No party,Not very interested,North East,No,GfK,Blyth Vall,E14000575,15/08/2017,1,1,1,No qualifications,
28208,TERRORISTS,Labour,Fairly interested,North East,Yes,GfK,Blyth Vall,E14000575,31/07/2017,1,1,1,GCSE,
28216,TO GET BREXIT DONE PROPERLY,Conservatives,Very interested,North East,No,GfK,Blyth Vall,E14000575,22/07/2017,1,1,1,Below GCSE,
28222,BREXIT,Conservatives,Not at all interested,North East,No,GfK,Blyth Vall,E14000575,04/08/2017,1,1,2,A-level,
28224,TERRISOM,Don`t know,Not very interested,North East,No,GfK,Blyth Vall,E14000575,14/09/2017,1,1,2,Below GCSE,Voted
28315,-1,,Fairly interested,North East,No,Kantar,Darlington,E14000658,05/09/2017,1,1,1,A-level,Not voted-unregistered
