voted,tory_vote,election_interest,civic_duty,party_id,ideo_lr,ideo_pc1,ideo_pc2,vote_leave,class,female,edlevel,region
1,1,2,4,Conservative,6,0.0796151916935007,-1.15733388198069,1,2,0,4,Eastern
0,0,2,3,Labour,3,-0.41001255574829104,-0.9292388267489399,0,2,1,3,Eastern
0,0,4,3,None / No party/ uncommitted,5,-2.88641175536587,3.109477100761,0,2,0,3,Eastern
1,1,2,3,Conservative,6,1.7216490612896898,-0.6221446959168431,0,2,0,0,Eastern
1,0,1,4,Labour,2,0.8057251980312871,-0.0393954780756632,0,2,1,3,Eastern
0,0,3,2,None / No party/ uncommitted,5,1.20417391893058,0.106702542121144,1,2,1,4,Eastern
1,1,2,5,Conservative,5,1.7038755638823997,-2.1965649546977497,1,1,1,4,Eastern
0,0,2,3,Liberal Democrat,5,-2.00593713614249,-0.6139271775086109,0,2,1,4,Eastern
1,0,1,4,Labour,3,-1.28127002252838,1.22952855086106,0,1,1,4,Eastern
1,1,1,5,Conservative,5,0.45179245293686504,0.575551603248577,0,1,1,3,Eastern
1,0,2,4,Labour,5,0.176234566630238,-0.46156595138150697,0,2,1,4,Eastern
1,1,3,4,Conservative,5,1.08083757140694,-0.0193373572898353,1,2,1,2,Eastern
1,1,2,4,Liberal Democrat,5,-0.159591543111652,0.0680920876010073,0,1,0,4,Eastern
1,0,2,4,Labour,4,0.412968327126766,1.3431791997667302,1,2,0,0,Eastern
0,0,1,5,Labour,3,1.44002731499105,2.03266847430375,0,2,1,3,Eastern
1,0,3,2,Labour,4,0.6988106084140389,-0.589833390603332,0,2,1,4,Eastern
1,1,2,1,None / No party/ uncommitted,5,-0.0854664983826839,-0.34964979177290095,1,2,1,3,Eastern
1,1,2,1,Conservative,4,-2.12831146843025,-0.0481618660067099,0,2,1,5,Eastern
1,0,3,4,Labour,4,0.9967170151611351,-0.10786559299972501,1,2,0,2,Eastern
1,1,1,4,Liberal Democrat,5,-0.816344826580695,1.1553760686323502,0,1,1,4,Eastern
1,0,3,4,Green Party,5,-1.31531747507568,-0.34897777036208505,0,1,1,4,Eastern
1,1,2,3,None / No party/ uncommitted,4,0.7627756908300741,1.05550101617975,1,2,1,4,Eastern
1,0,3,4,Labour,3,0.5247511527898401,-0.39854777529692503,0,1,1,2,Eastern
1,0,2,4,Labour,3,-1.63476084526075,-0.0778359954273463,0,1,1,2,Eastern
1,0,2,4,Labour,4,-0.400941955040012,-0.0737864456917588,1,2,0,3,Eastern
0,0,4,1,Don`t know,5,2.40886903649563,0.322942856600649,0,2,1,2,Eastern
0,0,2,1,Labour,5,0.476693823386508,-1.0001328929132,0,2,1,2,Eastern
1,1,2,5,Conservative,7,0.105200036799509,-0.708638737123309,0,1,0,2,Eastern
0,0,2,4,Liberal Democrat,5,0.116740174204106,0.577884476692869,0,2,0,3,Eastern
0,0,4,3,Don`t know,5,1.6301961969782799,0.21342969158273,0,1,1,2,Eastern
1,1,3,4,Conservative,6,0.535911585139629,-0.10203498601006401,0,1,1,4,Eastern
1,1,1,4,Conservative,6,-0.693852922799934,-1.25791101999267,1,1,0,2,Eastern
1,0,1,4,Labour,2,-3.1724161677943394,2.08869699549179,0,1,1,3,Eastern
1,1,1,5,Conservative,10,0.930705193021602,-2.27380268558497,1,1,1,2,Eastern
1,1,1,5,Conservative,9,1.16941914412576,-2.17680026274503,0,1,0,4,Eastern
1,1,2,4,Conservative,6,-0.0774755168236666,0.0460624229772306,0,2,0,2,Eastern
1,0,1,5,Labour,4,-1.45973590582232,-0.35595057630526794,0,2,0,4,Eastern
0,0,3,4,Refused,5,0.250996714123314,-0.804568508454304,0,2,1,2,Eastern
1,0,1,4,Labour,4,1.12628674437475,0.585845717858016,1,2,0,0,Eastern
1,0,2,4,Labour,5,0.23309665419834397,-1.20633158991864,1,2,0,4,Eastern
1,1,3,3,Conservative,5,0.571656710687674,-0.509406361338723,1,2,1,3,Eastern
1,0,2,2,Conservative,6,2.32879513610802,-0.788965036304196,1,2,0,0,Eastern
1,0,1,5,Labour,2,-1.19636891147591,3.09672662473176,0,-1,1,5,Eastern
1,1,2,4,Conservative,5,0.552911201438362,-0.10104647808408,1,2,1,4,Eastern
1,0,2,4,Liberal Democrat,5,1.0868765470433102,0.507241340717969,1,2,1,0,Eastern
1,1,1,4,Conservative,6,0.0435238435216705,-2.0031708836036204,1,1,1,0,Eastern
1,1,1,5,Conservative,8,0.4977081090296371,-3.0952138360635297,1,1,1,0,Eastern
1,1,1,3,Conservative,8,0.421584348423139,-1.22174151717782,1,2,0,3,Eastern
0,0,4,4,Conservative,6,1.07340270694258,-0.11361532077328099,1,2,0,4,Eastern
1,0,1,3,Labour,3,-1.65165746939719,0.859173726809314,1,1,0,4,Eastern
1,0,1,3,Liberal Democrat,6,0.14264797462547,-0.40876874172505795,0,1,1,4,Eastern
1,0,1,5,None / No party/ uncommitted,4,-1.52631029423269,0.7949946895974159,0,1,1,4,Eastern
1,1,1,4,Conservative,7,0.16317844512079402,-1.1617898385523702,0,1,1,4,Eastern
1,0,2,4,Labour,3,-1.78679388230989,0.363289872195244,0,1,1,4,Eastern
1,0,2,4,Conservative,5,1.0602172337391,0.754800931656045,1,2,0,0,Eastern
1,0,1,4,Labour,4,-1.20826166750698,0.28369711541807896,0,1,1,4,Eastern
1,0,1,4,None / No party/ uncommitted,5,-0.6503776884087211,0.8666614585283611,1,1,1,4,Eastern
1,1,1,4,Conservative,7,-0.853501209673021,-0.547146368334089,1,2,1,3,Eastern
1,0,1,5,Labour,0,1.07611511361097,-0.271051387967905,0,2,0,3,Eastern
0,0,3,1,United Kingdom Independence Party (UKIP),5,-0.574475755504124,-0.484972410876073,0,2,0,1,Eastern
1,1,1,4,Conservative,8,0.869244584908886,-0.7925108687382841,0,1,0,2,Eastern
1,1,2,4,Conservative,10,1.83880514516927,-0.86409528528349,1,2,1,0,Eastern
1,0,1,4,Labour,3,-1.52160130015372,0.4427893691832461,1,1,1,4,Eastern
1,1,1,4,Conservative,6,-0.0435026262670261,-0.432419807431823,0,2,1,2,Eastern
1,1,1,4,Conservative,7,-0.17975737449475895,-0.8874226738044159,0,2,1,0,Eastern
1,0,1,4,Labour,2,-1.74928516823467,2.11969588356448,0,-1,0,4,Eastern
1,0,2,4,Labour,3,-1.4783160311477899,0.7827017107063851,0,1,1,0,Eastern
1,1,1,3,Conservative,8,1.98844099501167,-1.30884386904878,0,2,1,0,Eastern
1,0,1,5,Labour,1,0.20793561362895102,2.30341970402779,1,1,0,5,Eastern
1,0,2,4,Conservative,5,0.0290887853618914,0.4360320079312679,1,1,1,2,Eastern
1,0,1,4,Labour,5,1.13668359305833,-0.0028109501731444,1,2,0,0,Eastern
1,1,3,3,Conservative,5,0.663883476111181,0.40561960561817206,0,2,0,0,Eastern
1,0,4,4,Labour,5,-0.36020526459248403,0.615772309747508,1,2,0,0,Eastern
1,0,2,4,Labour,5,0.9081005254541129,0.332726714104226,1,1,1,4,Eastern
0,0,3,3,Conservative,6,0.426320311325197,0.5597265466221529,1,2,1,2,Eastern
0,0,4,1,Conservative,5,0.061520144264843,-0.23397836781907602,1,2,1,2,Eastern
0,0,4,3,None / No party/ uncommitted,5,1.87721689350501,-1.40087269193683,0,2,1,1,Eastern
1,0,1,4,Labour,4,-0.744414561630535,1.23085708807239,0,2,1,4,Eastern
0,0,2,3,Labour,4,-0.0490016790935667,-2.2116432430083397,1,2,0,1,Eastern
1,0,1,4,Labour,2,1.86079983266303,-1.1361107329889,0,2,1,5,Eastern
1,1,1,4,Conservative,10,1.91023667929461,0.337941934778406,1,2,1,0,Eastern
1,0,2,1,Liberal Democrat,5,-1.14065148605491,0.73267480341975,0,1,1,4,Eastern
1,1,1,4,Conservative,6,0.285395991748495,-0.0383621296219296,0,2,0,3,Eastern
1,1,1,4,Conservative,10,-0.11747305743109401,-1.0184785398616099,1,2,0,0,Eastern
1,1,2,4,Conservative,3,1.19855508103341,-1.21411373947215,1,2,0,0,Eastern
1,1,2,2,Conservative,6,1.28327885729067,1.20547831179086,1,1,1,3,Eastern
1,1,3,3,Conservative,1,-0.462288672043504,-1.03062514263777,1,1,1,5,Eastern
1,0,2,4,Labour,2,-0.0523547175294537,-0.22039580233068998,0,2,0,3,London
1,0,1,3,None / No party/ uncommitted,6,-1.58113103437066,0.4552675857196621,0,1,1,5,London
1,1,1,4,United Kingdom Independence Party (UKIP),7,1.17923226418479,0.537958735818516,1,2,1,0,London
1,0,1,3,None / No party/ uncommitted,3,-1.2262182477636,2.23271439595104,0,2,1,4,London
1,0,1,5,Labour,3,-2.69486123297693,-0.512758586811068,0,1,1,5,London
1,0,1,4,Labour,4,-0.549883715233937,-0.281509435677651,1,2,1,3,London
1,0,3,4,Refused,5,0.0408948905485238,-0.17723193233459,0,2,0,4,London
1,0,3,2,Labour,6,0.136752840885038,0.662488830119104,0,1,0,1,London
0,0,2,5,Conservative,10,-2.7723492709666098,0.437390113673291,1,1,0,4,London
0,0,4,1,Don`t know,5,-1.72765161786002,-2.2889918035643797,0,2,1,3,London
1,1,2,5,Conservative,7,0.467251262822456,-2.43832235391494,0,1,0,1,London
1,0,2,3,Conservative,5,-0.24312754665202105,-1.5721139557631898,1,1,1,2,London
1,0,1,5,None / No party/ uncommitted,5,1.86738608890882,-0.782717121546126,1,1,1,2,London
1,0,2,4,Labour,6,0.136725655684779,-0.0272522778477292,0,2,0,3,London
0,0,3,4,Labour,3,0.8049612134812181,-0.9814422599631959,0,2,0,0,London
1,0,1,4,Labour,2,-1.9038275242070999,1.64285964244258,0,1,1,5,London
1,0,1,4,Liberal Democrat,5,1.8252095191431401,-1.02238513380893,0,2,0,0,London
1,0,3,4,Labour,1,-0.119424383310799,-0.6463544553361701,1,2,1,2,London
1,0,1,4,Labour,5,1.91884580883196,-1.09089035610521,0,2,0,0,London
1,0,2,4,Labour,4,1.9578744790062401,-0.24425469399007196,0,2,0,4,London
0,0,1,4,Labour,5,0.41023913645465,2.59549000024366,0,1,1,0,London
1,0,2,4,Labour,10,0.9688258193590841,-1.5941481184781598,0,2,0,4,London
0,0,3,3,Liberal Democrat,6,0.4274494765728329,0.40229300177921795,0,2,0,4,London
1,0,3,3,Refused,2,0.8508363486252422,-1.04027469782335,0,2,0,3,London
1,0,1,3,Labour,5,0.548686514375712,-0.30853722438699105,1,2,1,3,London
1,1,1,5,Conservative,7,2.26654630971625,-1.03183457107357,1,-1,1,2,London
0,0,3,2,Don`t know,5,-0.0109780542120127,1.29069096703303,0,2,1,3,London
0,0,4,2,None / No party/ uncommitted,5,-0.570353867171271,1.47629754033456,0,2,0,0,London
1,1,1,5,None / No party/ uncommitted,6,1.83140699522356,0.45839792427498705,0,2,0,0,London
1,0,2,4,Liberal Democrat,6,0.475515824653449,0.517739399123199,1,1,0,0,London
1,0,2,4,Labour,4,0.837058547905979,0.38701831497328004,0,2,0,2,London
1,1,2,4,Conservative,7,-0.36069472326254204,-1.33627870265582,1,2,1,4,London
1,0,2,5,Labour,2,-0.276945199430873,0.7859423233812679,0,2,1,5,London
1,0,1,2,Labour,3,1.5000483892016798,-0.587930854725974,1,1,0,3,London
1,0,4,5,None / No party/ uncommitted,5,-1.75177067429571,0.24476513509013198,1,1,1,3,London
1,1,1,5,None / No party/ uncommitted,5,0.17773871492875198,1.45409527899674,1,2,1,5,London
1,1,1,4,Conservative,7,0.8015939807203699,-0.808249128980331,0,1,0,0,London
0,0,2,3,Labour,6,1.70377250781878,-0.35874453324705896,0,2,0,0,London
1,1,3,4,Conservative,5,0.0891367263661099,0.505891592527362,1,2,0,2,London
0,0,3,2,Labour,7,0.634252931988339,-1.06880020987975,0,2,0,0,London
0,0,2,4,Labour,4,1.00795765374386,-1.31803951825668,0,1,1,0,London
1,1,1,4,Conservative,6,0.19923335849958,0.271252390013828,1,2,1,0,London
1,1,1,3,Conservative,7,-0.0426584896902476,1.22382110807603,0,1,1,3,London
0,0,4,1,Labour,5,1.20934183912768,1.44057568688952,0,2,0,4,London
1,1,1,4,Conservative,8,0.567394885026157,-0.718518996049927,1,2,1,0,London
0,0,3,3,Labour,5,0.322706055215776,0.21574477003135603,0,2,1,0,London
1,0,1,4,Labour,1,1.0254724509850701,0.264336928468971,0,1,1,2,London
1,0,1,1,Labour,2,-1.0074856113252801,-0.14442829479563,0,1,0,4,London
1,0,1,5,Labour,1,0.335232275635096,0.427486981580775,0,2,1,0,London
1,0,1,5,Labour,2,1.28747946778953,0.156996288834475,0,2,0,2,London
1,0,2,4,Labour,5,-0.6334650149162501,0.32634051663208,0,2,1,4,London
1,0,1,5,Labour,3,-2.20534519747861,1.2200208328947801,0,2,1,2,London
1,0,2,4,Labour,5,0.653323985040333,0.5276591036552271,0,1,1,1,London
0,0,3,3,Refused,1,-0.5307569961974171,-2.93386683835829,0,2,1,1,London
1,0,2,2,Labour,4,2.97782137636284,-0.0715556100619407,0,2,1,3,London
1,0,1,5,Labour,0,0.269603950910151,2.35642475462788,0,2,0,2,London
0,0,3,2,Labour,5,0.7150148605112429,-0.7829336409127571,0,2,1,4,London
1,0,2,4,Labour,10,2.5867822037639,0.08376085916013201,1,1,0,4,London
1,0,1,5,Labour,3,-2.21006943722314,2.35496811188569,0,1,1,4,London
1,1,1,4,Conservative,4,-1.0715882742742,0.49262544739305,0,1,0,4,London
1,0,1,4,Conservative,7,-0.8510206446415121,-1.24019929241582,1,1,1,4,London
1,1,1,5,Conservative,7,-1.57071536913943,0.0739058361279537,1,2,0,2,London
0,0,2,4,Labour,5,1.1848822001938,-0.0234476950416899,0,2,0,3,London
1,0,1,4,Labour,4,-0.322603293096997,0.204249125436779,1,1,1,4,London
1,0,1,5,Labour,0,0.7664276727564331,1.9562898613339201,1,2,0,0,London
0,0,4,1,None / No party/ uncommitted,5,-1.31096390063436,0.452303611929502,0,2,1,2,London
1,0,3,3,Liberal Democrat,4,-1.94899205607506,-0.21413797713266197,0,1,0,3,London
1,0,2,4,Labour,3,-2.22481487921727,1.8585196466169,0,2,0,5,London
1,0,1,3,Labour,3,-3.6723680371895497,2.07734401174658,0,1,1,5,London
1,0,1,4,Refused,5,-1.97320293223703,0.0183937292232706,0,2,0,4,London
1,0,1,5,Labour,3,-0.0091009426759526,1.35696922313171,0,2,0,4,London
1,0,1,5,Labour,2,-2.5928816649894504,2.9082229105370403,0,-1,1,4,London
1,0,1,4,Labour,0,-1.34673248791099,2.09816611587352,0,2,1,2,London
1,0,1,4,Labour,4,-0.7708996430977209,-0.8875490824779729,0,1,0,3,London
1,0,1,4,Green Party,4,-2.13226429088427,-0.21923226078983601,0,2,1,4,London
1,0,1,5,Labour,3,-1.85597091157965,-0.0700794352122841,0,1,1,3,London
1,1,2,4,Conservative,5,1.01801599494434,-0.68331611899801,0,2,0,1,London
1,0,2,3,Labour,2,-1.44563970722285,1.7516482010683798,1,2,0,4,London
1,0,4,1,Liberal Democrat,2,1.7837410205860702,0.972321885153283,1,2,1,3,London
1,0,1,4,Conservative,7,0.0550680264721562,-1.04275726749205,1,1,0,4,London
1,0,1,5,Labour,2,-0.133562263500241,3.43855874661287,1,2,0,4,London
0,0,1,5,Labour,3,-1.73960622889384,0.40067429950486294,0,1,0,4,London
1,1,3,3,Conservative,5,0.0200414427635326,0.792337402458283,0,1,0,4,London
1,0,1,4,Labour,3,-0.930933540361717,0.0350011750348554,0,2,0,2,London
1,0,1,2,Liberal Democrat,1,-0.794380417889619,-0.9977577132789609,0,1,0,4,London
1,0,1,5,Labour,5,-0.8741469029587721,-0.18775972132659302,0,1,0,4,London
1,0,1,5,Labour,4,0.9425336437181919,0.124019788602865,0,2,1,4,London
1,0,1,5,Labour,4,-0.586540050082677,0.35627070150072904,1,2,1,4,London
1,0,3,4,Labour,4,2.8074457462173097,1.87253479159778,1,2,0,0,London
1,0,2,4,Labour,2,-1.7784591059161499,3.3866333635133397,0,1,1,5,London
1,1,1,5,Conservative,6,-1.20125845800608,-0.7824309068383422,1,1,1,4,London
1,1,1,2,Liberal Democrat,5,0.481554574094041,0.620692079205401,1,1,1,4,London
1,1,1,4,Liberal Democrat,5,-1.74008926233652,0.970921993424601,0,1,1,4,London
0,0,1,2,Labour,3,-2.04815159223658,0.0230281798341656,0,2,1,4,London
1,0,2,3,None / No party/ uncommitted,5,-1.7267062525947299,-0.199314633659016,1,2,0,4,London
1,1,1,4,None / No party/ uncommitted,5,-1.58640981260534,-1.03628745139563,0,-1,0,4,London
1,1,1,2,Conservative,7,0.6640503774457089,-2.96826677125192,0,1,0,4,London
1,1,1,1,Conservative,7,-0.6693141079804721,-1.6536361935902801,1,1,1,0,London
1,1,2,5,Conservative,5,2.74765728015201,0.7477136437818491,1,2,1,4,London
1,0,1,4,Labour,3,-2.7046243082824906,-1.12998632063598,0,2,0,3,London
1,0,3,3,None / No party/ uncommitted,5,-2.6446085956652596,0.7673483321680741,0,2,1,4,London
0,0,1,4,Labour,4,0.6087691999924039,1.06281975977782,0,2,1,4,London
1,0,1,2,Labour,5,-1.6476037561848798,1.4975666055332801,0,2,1,0,London
1,0,1,5,Labour,2,-0.621494730896338,2.4641547504058,0,2,0,4,London
0,0,3,3,Labour,0,-0.0858931912104722,1.2194431697086798,0,2,1,3,London
1,0,2,4,Labour,5,-0.0761104058069236,0.345252361858955,1,2,1,0,London
1,0,2,4,Labour,5,-1.37952512764029,-1.6052629008706698,0,2,1,0,London
0,0,2,2,Labour,3,0.00417477082554495,-0.851402399725361,0,2,1,0,London
1,0,1,5,Labour,1,-0.42735622227074394,0.37249014343857506,0,2,1,4,London
0,0,3,4,Labour,2,-3.05550682305239,0.8834453647380891,0,2,1,3,London
1,0,1,5,Labour,4,1.4062316249383,1.51762410011142,0,2,1,4,London
0,0,2,4,Labour,0,0.964581885182361,-0.0851528862464969,0,1,1,5,London
1,1,2,2,Conservative,3,1.56647289394317,-0.863973249880573,0,1,1,3,London
1,0,2,2,Labour,5,1.41754740695806,0.200078803918945,1,2,1,3,London
1,0,2,4,Labour,5,1.4330372200543702,0.0438293532169522,0,2,1,0,London
0,0,3,3,Labour,5,1.50141370288223,-0.19103923399834802,0,2,1,0,London
1,0,2,4,Liberal Democrat,5,0.7822171426054041,-0.972791181606018,1,1,0,5,London
0,0,3,3,Labour,5,1.25785475932598,-0.39839478112830795,0,2,1,5,London
1,0,1,3,Labour,0,-0.24815103070551803,1.3048130705164198,0,2,1,3,London
0,0,2,4,Conservative,7,-0.0906576843654558,-1.37281199430336,0,2,1,5,London
0,0,4,1,Labour,5,1.5475305678162599,2.6947630071342097,0,2,1,2,London
0,0,2,3,Labour,3,0.232386970585361,1.542153301649,1,2,1,3,London
0,0,3,3,Labour,0,1.43320779421567,1.23628454736744,1,2,1,3,London
1,1,3,3,Conservative,5,1.54147705079419,-2.02017785783867,1,2,1,2,London
1,0,1,4,Labour,4,-1.71310313010631,1.27811656585827,0,2,1,3,London
0,0,3,4,Labour,3,0.735653544430944,-0.875672216148631,0,2,0,0,London
1,0,1,4,Labour,3,-0.773501669760967,2.33348499724283,0,1,0,4,London
1,0,1,4,Labour,0,-0.247722693349651,0.140956474504456,0,2,0,4,London
1,0,1,4,Labour,5,-0.5580601643618149,0.624160072128506,0,1,1,5,London
1,0,1,2,Labour,2,0.739767909647828,-0.845208786135838,1,2,1,0,London
1,0,1,4,Labour,4,-0.287635290592448,2.10545417199537,0,2,1,4,London
1,0,1,4,Labour,4,-1.48545772247274,1.52573429442555,1,2,1,4,London
0,0,2,4,Labour,10,-2.17322585135092,-1.4844288914211399,0,2,1,0,London
0,0,3,2,None / No party/ uncommitted,5,1.4356949213212702,0.6605580587678089,1,2,1,3,London
0,0,2,4,None / No party/ uncommitted,5,0.8900796132672191,0.623577080472448,0,1,0,4,London
0,0,4,3,Labour,5,0.7760756737216049,1.03488963494155,0,2,1,3,London
1,0,1,5,Labour,3,-2.55646731546737,-0.25533366171448,0,1,0,5,London
1,0,2,4,Labour,5,-0.250694020484696,-0.20077452348745,0,2,0,4,London
1,0,1,5,Labour,2,-3.27879176589337,0.40499782233803294,0,1,1,4,London
1,0,3,2,Liberal Democrat,5,0.0873419160107559,-0.142870807229647,0,2,0,1,London
1,0,1,4,Labour,2,0.8102242264704742,0.63694553035761,0,2,1,0,London
1,0,3,3,Refused,5,0.8662710632956329,-1.01274238928961,0,2,1,4,London
1,0,2,4,Labour,4,1.40023605560601,-1.14147692809173,0,1,1,0,London
1,1,2,4,Conservative,5,-0.7802248416976251,0.272376263052081,0,2,0,5,London
0,0,3,3,Labour,5,1.44277860493947,-0.38429876303786703,0,2,1,0,London
1,0,2,3,Liberal Democrat,5,1.5151993702621298,-1.95723304090009,0,2,1,4,London
1,0,3,3,None / No party/ uncommitted,5,1.76470889956633,-1.3288687084181399,0,2,1,1,London
0,0,2,4,Labour,4,0.8566891701362079,-0.212746075415071,0,2,1,4,London
1,0,1,5,Labour,3,-2.17548832064254,-0.25091581898972304,0,1,1,4,London
1,1,1,4,Conservative,7,-0.329519972145148,0.321884495724807,0,1,1,2,London
1,1,2,1,Don`t know,3,-1.8057372207923301,1.1539680558749499,0,1,0,5,London
1,0,1,2,Liberal Democrat,4,-0.23113777288136397,1.21209907312118,0,1,0,5,London
1,0,2,3,Labour,2,1.13279645954655,2.17157097758882,0,2,0,3,London
1,1,1,4,Conservative,6,-1.45732081748069,-0.173781946171459,0,1,1,5,London
0,0,3,4,Conservative,5,2.6311524137378903,-0.15976339078232998,1,2,0,0,London
0,0,3,3,Don`t know,5,-0.47062908892474803,-1.5620206183530603,0,2,1,4,London
1,0,2,5,Refused,5,2.37860099321379,-0.341800972702331,1,1,0,5,London
1,1,1,4,Refused,4,-2.1056328071683,0.12329152958747801,1,-1,1,4,London
1,0,3,5,Refused,5,-0.8840170489863091,-3.36047653365683,1,1,1,3,London
0,0,2,5,Refused,5,1.47991543508591,-2.37843171086608,1,2,1,4,London
1,1,1,5,Conservative,5,1.49876772928773,-0.9097855194942359,1,2,1,2,London
0,0,1,4,Labour,2,-1.56445939687028,1.3803941588841298,0,1,0,5,London
1,0,2,4,Labour,2,-1.6404792874155398,1.14923776086996,1,1,0,4,London
1,0,2,3,Refused,7,-1.15434225853027,-0.153460704033252,1,1,0,4,London
1,0,1,5,Labour,0,-1.5397458283393601,1.3531214501137598,0,1,0,0,London
1,0,2,4,Labour,5,-0.0624551043318587,2.05918531774951,0,2,1,4,London
1,0,1,4,Labour,3,-2.13609591692783,1.70001636430437,0,2,1,0,London
1,0,1,4,Labour,6,-2.70970123230448,-0.7859449736520459,0,1,0,4,London
1,0,1,5,Liberal Democrat,4,-0.799679277770739,0.12813311819746198,0,1,0,4,London
1,0,1,5,Labour,2,-1.7575166915333797,2.83702311865718,0,1,1,5,London
1,0,1,4,Labour,3,-1.6550533390029298,1.13819451276957,0,1,0,4,London
1,0,2,4,None / No party/ uncommitted,5,1.6440793355679,1.09888229057904,0,2,0,5,London
0,0,1,3,Other,0,-2.4068127802872596,3.03154215089388,0,2,0,3,London
1,0,1,4,Liberal Democrat,3,-2.8076875374635697,1.09456773072435,0,1,0,4,London
1,0,2,3,Labour,4,-2.6850283095902205,1.2774457864267201,0,1,1,4,London
1,1,1,4,Conservative,7,-0.297687784796989,-0.365409929421049,1,2,1,4,London
1,0,2,3,None / No party/ uncommitted,5,-0.561235460005125,-1.45258172323801,0,-1,0,0,London
1,0,1,3,None / No party/ uncommitted,5,-4.05569894067491,1.64870652875651,0,1,1,5,London
1,0,1,5,Labour,6,0.573778531102782,-0.145302957918932,0,1,0,4,London
1,0,3,4,Labour,5,-0.550058656848187,1.50280055681827,0,-1,0,4,London
0,0,4,2,None / No party/ uncommitted,5,-0.37620834682396004,-0.5702050963093029,0,-1,1,3,London
1,0,2,1,Labour,6,1.8784217618391699,1.37990508362239,0,2,0,1,London
1,0,4,2,None / No party/ uncommitted,5,-5.11303351951578,-5.2484816761157695,0,2,1,0,London
1,1,1,4,Conservative,7,-0.0761230201147563,-2.06263136003632,1,1,1,3,London
0,0,4,4,Labour,1,1.3277195235757902,1.1728727628525,1,2,1,2,London
1,1,1,5,Conservative,5,-1.7185105115541899,-0.0536483192534268,0,1,0,4,London
1,0,2,3,Labour,2,1.2210839435198502,-0.44463122261645704,0,1,1,1,London
1,0,1,5,Labour,0,1.7302825186559099,0.49880366947467997,0,2,1,2,London
1,1,1,5,Conservative,7,-1.66117438999836,-0.40840798676904605,0,1,1,4,London
1,1,2,5,Conservative,7,-1.99669886928794,-1.41011277589568,0,1,1,4,London
1,0,1,4,Labour,2,1.28888188033909,0.702149142064812,0,2,1,1,London
1,0,1,3,Labour,0,0.0303238189309826,1.25816680147279,0,-1,0,3,London
1,0,1,5,Labour,5,0.38056146348214903,-0.0464987179697642,0,2,0,0,London
1,0,2,5,Labour,7,-3.2970892372449905,0.5559160129291221,1,2,0,0,London
1,0,1,5,Labour,0,-1.5292929496194199,1.1072815126228401,0,1,1,5,London
1,0,2,2,Labour,3,0.7781498428136892,-4.3286899008728,0,2,1,2,London
1,0,2,4,Liberal Democrat,4,-1.3424717164197,0.27545566836238106,0,1,0,4,London
1,0,1,3,None / No party/ uncommitted,3,1.5301136519721201,-4.16508575499655,0,1,0,5,London
1,0,1,3,Labour,4,0.34045855402356295,-3.18629030520114,0,1,1,4,London
0,0,4,3,Don`t know,5,0.303531375990438,-0.133703647178107,0,2,0,3,London
1,0,1,5,Labour,2,2.43572379689797,0.669472015992259,0,1,1,3,London
1,0,1,4,Labour,2,-2.18138674083019,2.04523686895248,0,1,0,4,London
1,0,3,4,Labour,5,2.62769440944005,-0.34798294439612104,1,2,0,2,London
1,0,3,5,United Kingdom Independence Party (UKIP),5,0.34718896976805896,-0.329133958579324,1,2,1,0,London
0,0,3,3,Labour,3,-9.650857603867369,-3.35889816283728,0,2,0,0,London
1,1,1,4,Conservative,6,-2.10189844327252,-0.37349908003622706,0,1,0,5,London
0,0,3,4,Liberal Democrat,3,0.27290412087775895,0.558549901913631,0,1,0,5,London
0,0,4,3,None / No party/ uncommitted,5,-9.650857603867369,-3.35889816283728,0,2,1,4,London
0,0,1,4,Liberal Democrat,6,0.514699682884421,-0.7099989796196371,1,1,0,4,London
1,0,1,4,Conservative,6,-0.504381671950417,0.8618251527224459,0,1,0,5,London
1,0,2,5,Liberal Democrat,5,-1.66797231919737,-0.351416829721815,0,-1,1,4,London
0,0,3,4,Green Party,5,1.08186405165838,-0.231683059767274,0,1,1,4,London
1,1,1,5,Conservative,7,1.68692417596051,-0.6173516199255079,1,2,1,2,North East
1,0,1,5,Labour,0,0.22655072642114396,2.76364768427651,1,2,1,4,North East
1,0,2,4,None / No party/ uncommitted,5,0.37774339261877,0.33026322198140196,1,2,0,2,North East
0,0,4,3,None / No party/ uncommitted,5,0.23498084312714201,-1.47209057505183,0,-1,1,0,North East
1,1,1,5,Conservative,7,1.19137747661332,-1.46183857058474,0,2,0,4,North East
1,1,3,4,Conservative,5,1.25951989330355,-0.616074038926952,0,2,1,2,North East
1,1,3,5,Conservative,5,1.3662429034241501,-1.9501801718538,0,2,0,0,North East
1,1,1,5,Conservative,8,1.6980521434639901,-0.864825390244179,0,1,1,4,North East
1,1,1,4,Conservative,5,0.49291384789050197,0.0733241902810539,1,-1,0,4,North East
0,0,4,3,None / No party/ uncommitted,5,-1.21303995924536,-1.9615556271836698,1,2,0,0,North East
0,0,4,3,None / No party/ uncommitted,5,3.5942370569955404,-0.6415531880839929,0,-1,1,3,North East
1,0,1,5,Liberal Democrat,7,1.56975033092776,0.36252775230053,0,2,0,0,North East
0,0,4,3,United Kingdom Independence Party (UKIP),5,1.2756665406193601,-0.486800377875356,1,1,0,0,North East
1,1,2,4,Conservative,7,1.5703602850321998,-0.064158228281675,0,-1,1,0,North East
